userId,movieId,rating,timestamp
1,1,5.0,874965758
1,2,3.0,876893171
1,3,4.0,878542960
1,4,3.0,876893119
1,5,3.0,889751712
1,7,4.0,875071561
1,8,1.0,875072484
1,9,5.0,878543541
1,13,5.0,875071805
1,15,5.0,875071608
1,19,5.0,875071515
1,21,1.0,878542772
1,22,4.0,875072404
1,28,4.0,875072173
1,29,1.0,878542869
1,32,5.0,888732909
1,37,2.0,878543030
1,40,3.0,876893230
1,41,2.0,876892818
1,42,5.0,876892425
1,43,4.0,878542869
1,45,5.0,875241687
1,46,4.0,876893230
1,48,5.0,875072520
1,50,5.0,874965954
1,57,5.0,878542459
1,58,4.0,878542960
1,59,5.0,876892817
1,66,4.0,878543030
1,83,3.0,875072370
1,87,5.0,878543541
1,88,4.0,878542791
1,89,5.0,875072484
1,93,5.0,875071484
1,94,2.0,875072956
1,95,4.0,875072303
1,99,3.0,875072547
1,101,2.0,878542845
1,105,2.0,875240739
1,106,4.0,875241390
1,109,5.0,874965739
1,110,1.0,878542845
1,116,3.0,878542960
1,124,5.0,875071484
1,131,1.0,878542552
1,133,4.0,876892818
1,135,4.0,875072404
1,136,3.0,876893206
1,137,5.0,875071541
1,138,1.0,878543006
1,141,3.0,878542608
1,142,2.0,878543238
1,144,4.0,875073180
1,146,4.0,875071561
1,149,2.0,878542791
1,152,5.0,878542589
1,156,4.0,874965556
1,158,3.0,878542699
1,162,4.0,878542420
1,165,5.0,874965518
1,167,2.0,878542383
1,176,5.0,876892468
1,178,5.0,878543541
1,181,5.0,874965739
1,182,4.0,875072520
1,191,5.0,875072956
1,192,4.0,875072547
1,203,4.0,878542231
1,204,5.0,875072688
1,205,3.0,878542909
1,207,5.0,875073067
1,211,3.0,878541970
1,216,5.0,876892701
1,223,5.0,876892918
1,231,1.0,876893031
1,234,4.0,876892355
1,237,2.0,875071749
1,238,4.0,875072235
1,239,4.0,878542845
1,244,2.0,887431973
1,246,5.0,874965905
1,247,1.0,875241619
1,249,4.0,874965970
1,251,4.0,875071843
1,257,4.0,874965954
1,261,1.0,875692992
1,263,1.0,875693007
1,268,5.0,875692927
1,270,5.0,888732827
1,271,2.0,887431672
2,1,4.0,888550871
2,10,2.0,888551853
2,100,5.0,888552084
2,237,4.0,888552017
2,242,5.0,888552084
2,255,4.0,888551341
2,258,3.0,888549961
2,272,5.0,888979061
2,273,4.0,888551647
2,274,3.0,888551497
2,275,5.0,888550939
2,276,4.0,888551552
2,277,4.0,888551174
2,278,3.0,888551647
2,283,5.0,888552084
2,284,4.0,888552017
2,285,5.0,888552084
2,287,3.0,888551235
2,288,3.0,888550252
2,289,3.0,888979353
2,291,3.0,888551647
2,293,4.0,888550939
2,294,1.0,888551648
2,295,4.0,888551164
2,300,4.0,888979197
2,302,5.0,888552084
2,304,4.0,888979197
2,309,1.0,888980029
3,181,4.0,889237482
3,258,2.0,889237026
3,260,4.0,889237455
3,268,3.0,889236961
3,271,3.0,889237224
3,288,2.0,889237026
3,302,2.0,889236939
3,303,3.0,889236983
3,317,2.0,889237482
3,319,2.0,889237026
3,320,5.0,889237482
3,321,5.0,889237455
3,322,3.0,889237269
3,325,1.0,889237297
3,326,2.0,889237224
3,329,4.0,889237455
3,336,1.0,889237198
3,338,2.0,889237297
3,339,3.0,889237141
3,340,5.0,889237455
3,346,5.0,889237455
3,347,5.0,889237455
3,352,2.0,889237055
3,353,1.0,889237122
3,355,3.0,889237247
4,210,3.0,892003374
4,258,5.0,892001374
4,271,4.0,892001690
4,300,5.0,892001445
4,301,5.0,892002353
4,324,5.0,892002353
4,327,5.0,892002352
4,328,3.0,892001537
4,329,5.0,892002352
4,358,2.0,892004275
4,360,5.0,892002352
4,362,5.0,892002352
5,21,3.0,875635327
5,29,4.0,875637023
5,50,4.0,875635758
5,66,1.0,875721019
5,70,4.0,875636389
5,95,4.0,875721168
5,99,3.0,875721216
5,101,5.0,878844510
5,105,3.0,875635443
5,135,4.0,875637536
5,162,1.0,875721572
5,174,5.0,875636130
5,181,5.0,875635757
5,183,4.0,875636014
5,204,4.0,875636675
5,208,4.0,875636675
5,210,3.0,875636099
5,216,1.0,875720967
5,226,3.0,875635962
5,229,2.0,875635947
5,233,4.0,875729064
5,235,4.0,875635384
5,239,4.0,875636655
5,257,5.0,875635239
5,365,1.0,875637144
5,366,3.0,875637145
5,367,3.0,875636281
5,368,1.0,875635457
5,373,3.0,875635907
5,374,3.0,875636905
5,375,3.0,875637587
5,378,1.0,875721167
5,380,3.0,875637191
5,381,1.0,875636540
5,386,2.0,875636230
5,395,2.0,879198898
5,396,5.0,875636265
5,398,2.0,875636167
5,404,2.0,875721216
5,405,3.0,875635225
5,406,1.0,875635807
5,409,2.0,878844651
5,414,3.0,875636691
5,416,1.0,875721196
5,419,3.0,875636815
5,420,3.0,875721168
5,425,2.0,875637440
5,427,3.0,875721167
5,430,5.0,875636631
5,431,3.0,875636099
5,432,4.0,875636793
5,434,5.0,875637033
5,438,1.0,878844423
5,440,1.0,878844423
5,446,4.0,875720845
5,447,3.0,875720744
5,449,2.0,875636099
5,450,1.0,875635962
5,451,1.0,875636571
5,452,1.0,878844397
5,456,1.0,875636375
6,1,4.0,883599478
6,7,2.0,883599102
6,8,4.0,883600657
6,9,4.0,883599205
6,13,2.0,883599400
6,21,3.0,883600152
6,22,3.0,883602048
6,47,3.0,883600943
6,50,4.0,883600842
6,89,4.0,883600842
6,137,5.0,883599327
6,165,5.0,883600747
6,170,4.0,883602574
6,174,4.0,883600985
6,178,4.0,883600785
6,182,4.0,883268776
6,185,5.0,883601393
6,191,4.0,883601088
6,192,4.0,883600914
6,202,3.0,883602690
6,203,3.0,883602864
6,216,5.0,883601500
6,223,4.0,883600747
6,237,2.0,883599914
6,242,4.0,883268170
6,246,3.0,883599509
6,257,2.0,883599478
6,259,1.0,883268375
6,261,3.0,883268522
6,268,3.0,883268406
6,272,4.0,883717304
6,274,4.0,883602501
6,285,3.0,883599431
6,293,3.0,883599327
6,298,3.0,883599558
6,302,4.0,883268222
6,303,3.0,883268321
6,308,3.0,883600445
6,309,2.0,883268430
6,317,3.0,883602174
6,321,3.0,883268353
6,340,2.0,883268278
6,367,2.0,883602690
6,405,1.0,883600066
6,410,4.0,883599707
6,419,4.0,883602284
6,425,3.0,883602865
6,427,4.0,883600707
6,435,4.0,883601529
6,461,4.0,883601393
6,464,2.0,883601365
6,468,3.0,883602174
6,473,2.0,883600111
6,482,4.0,883601203
6,485,5.0,883602664
6,489,5.0,883601011
6,490,5.0,883601365
6,494,4.0,883601713
6,496,4.0,883601155
6,497,4.0,883601088
6,501,5.0,883602730
6,502,4.0,883602664
6,504,3.0,883601155
6,505,4.0,883602422
6,512,4.0,883601155
6,514,5.0,883600657
6,516,4.0,883602664
6,522,5.0,883601500
6,527,4.0,883600877
6,531,4.0,883600747
6,535,2.0,883600030
6,536,4.0,883599400
6,537,4.0,883601277
6,538,2.0,883268483
7,4,5.0,891351772
7,9,5.0,891351432
7,23,3.0,891351383
7,27,4.0,891352692
7,29,3.0,891353828
7,31,4.0,892134959
7,39,5.0,891353614
7,47,5.0,891352692
7,50,5.0,891351042
7,51,2.0,891352984
7,56,5.0,891351432
7,62,3.0,891354499
7,69,5.0,891351728
7,70,1.0,891352557
7,73,3.0,892133154
7,80,4.0,891354381
7,96,5.0,891351383
7,97,5.0,891351201
7,99,5.0,891352557
7,100,5.0,891351082
7,125,4.0,891353192
7,134,4.0,892134959
7,135,5.0,891351547
7,140,5.0,891353124
7,141,5.0,891353444
7,144,5.0,891351201
7,152,4.0,891351851
7,157,5.0,891352059
7,175,5.0,892133057
7,178,4.0,891350932
7,180,5.0,891350782
7,192,4.0,891352010
7,201,2.0,891351471
7,202,3.0,891352947
7,204,5.0,891351121
7,211,5.0,891352557
7,215,4.0,891351624
7,216,4.0,891350900
7,229,3.0,891352384
7,230,3.0,891353326
7,231,3.0,892132885
7,234,5.0,891351041
7,237,5.0,891351772
7,238,5.0,891351814
7,258,4.0,892135277
7,275,4.0,891352831
7,294,1.0,892130809
7,309,3.0,891350704
7,317,4.0,892133670
7,318,5.0,891352010
7,324,1.0,892135078
7,341,3.0,892333206
7,357,5.0,892135347
7,365,4.0,891353744
7,367,5.0,891350810
7,380,4.0,891354053
7,386,4.0,892133310
7,391,3.0,892132943
7,402,5.0,891352904
7,403,4.0,891351234
7,405,3.0,891353290
7,416,5.0,891353051
7,419,3.0,891350900
7,427,5.0,891352220
7,434,4.0,891352384
7,440,1.0,892131978
7,446,2.0,892132020
7,447,5.0,891350900
7,449,3.0,891354785
7,452,5.0,891353860
7,470,3.0,891352489
7,487,3.0,891352178
7,499,4.0,891351472
7,502,5.0,891352261
7,506,5.0,891353614
7,523,4.0,891350845
7,527,5.0,891351772
7,540,3.0,892132972
7,545,2.0,891354882
7,546,4.0,891353444
7,549,4.0,891353086
7,551,1.0,892131978
7,552,4.0,891354531
7,556,3.0,891352659
7,558,4.0,892131924
7,561,4.0,891354611
7,565,4.0,892132019
7,566,4.0,891353411
7,568,5.0,891352261
7,569,4.0,892131978
7,571,3.0,891353950
7,572,3.0,891354331
7,573,5.0,891353828
7,574,5.0,892132402
7,575,3.0,892133271
7,577,2.0,892133310
7,578,3.0,891354090
7,583,2.0,892132380
7,585,4.0,892133180
7,586,3.0,891354639
7,588,4.0,891352261
7,590,2.0,891354730
7,591,3.0,891352179
7,593,5.0,891351851
7,594,3.0,891354114
7,597,3.0,891353744
7,601,5.0,891353744
7,603,4.0,891350757
7,605,4.0,891353290
7,606,3.0,891352904
7,607,3.0,891352831
7,609,3.0,891352749
7,610,5.0,891353086
7,611,3.0,891351161
7,612,5.0,891351121
7,613,4.0,891352010
7,616,4.0,891351002
7,628,3.0,891352831
7,629,3.0,891352526
7,632,5.0,891352261
7,641,5.0,892135346
7,649,5.0,891353254
7,651,5.0,891350932
7,655,5.0,891351384
7,656,3.0,891351509
7,660,5.0,891353051
7,663,5.0,891352220
7,664,3.0,891353977
7,670,5.0,891353254
7,671,5.0,891351728
7,672,1.0,892131925
7,677,3.0,891354499
7,678,3.0,891350356
7,682,2.0,891350383
8,82,5.0,879362356
8,96,3.0,879362183
8,174,5.0,879362183
8,181,4.0,879362183
8,222,5.0,879362356
8,227,4.0,879362423
8,229,5.0,879362356
8,233,4.0,879362423
8,259,1.0,879361604
8,260,3.0,879361665
8,273,3.0,879362287
8,336,3.0,879361664
8,341,2.0,879361825
8,358,2.0,879361732
8,403,4.0,879362234
8,431,2.0,879362356
8,435,5.0,879362233
8,518,4.0,879362422
8,566,3.0,879362423
8,684,4.0,879362356
9,7,4.0,886960030
9,50,5.0,886960055
9,201,5.0,886960055
9,242,4.0,886958715
9,276,4.0,886959423
9,294,4.0,886959453
9,385,5.0,886960055
9,402,4.0,886959343
9,483,5.0,886960056
9,690,1.0,886959344
10,9,4.0,877889005
10,23,5.0,877886911
10,32,4.0,877886661
10,33,4.0,877893020
10,40,4.0,877892438
10,50,5.0,877888545
10,59,4.0,877886722
10,60,3.0,877892110
10,69,4.0,877889131
10,70,4.0,877891747
10,82,4.0,877886912
10,93,4.0,877892160
10,116,4.0,877888944
10,129,4.0,877891966
10,134,5.0,877889131
10,137,4.0,877889186
10,157,5.0,877889004
10,161,4.0,877892050
10,162,4.0,877892210
10,170,4.0,877889333
10,174,4.0,877886661
10,178,5.0,877888677
10,180,5.0,877889333
10,182,5.0,877888876
10,185,5.0,877888876
10,192,4.0,877891966
10,205,5.0,877888812
10,211,5.0,877889130
10,216,4.0,877889333
10,221,4.0,877888677
10,230,4.0,877892210
10,238,4.0,877892276
10,273,4.0,877888613
10,274,4.0,877889333
10,276,4.0,877891904
10,302,4.0,877886162
10,319,3.0,877886223
10,334,4.0,877886281
10,357,5.0,877889186
10,404,4.0,877886911
10,414,4.0,877891966
10,430,3.0,877886597
10,432,4.0,877892160
10,470,4.0,877891747
10,479,5.0,877891966
10,480,5.0,877888943
